,index,id,title,popularity,tag1,tag2
79,79,9806,The Incredibles,62.609,notadult en action adventure animation family island hero secretidentity superhero wretch cartoon lawsuit familyrelationships superpower 1950s 1960s superherofamilyfrench english,bob parr given superhero day log time insur adjust rais three children formerli heroic wife suburbia receiv mysteri assign time get back costum
80,80,329865,Arrival,47.983,notadult en drama sciencefiction mystery spacecraft loss time alien language femaleprotagonist scientist heartbreak basedonshortstory military alienlanguage linguist firstcontact communication linguistics time-manipulation timemanipulationmandarin english russian,take place alien craft land around world expert linguist recruit militari determin whether come peac threat
81,81,496243,Parasite,64.627,notadult ko comedy thriller drama darkcomedy privatelessons birthdayparty conartist workingclass psychologicalthriller classdifferences housekeeper tutor family crimefamily unemployed satirical desperate wealthyfamily complex southkorea seoul southkorea critical egotistical hilarious intense baffled callous dubious farcical meanspirited straightforward urgentenglish german korean,unemploy famili take peculiar interest wealthi glamor park livelihood get entangl unexpect incid
82,82,76338,Thor: The Dark World,59.968,notadult en action adventure fantasy superhero basedoncomic hostiletakeover norsemythology aftercreditsstinger duringcreditsstinger marvelcinematicuniverse(mcu) mythologicalplaceenglish,thor fight restor order across ancient race led veng malekith return plung univers back dark face enemi even odin asgard withstand thor must embark peril person journey yet one reunit jane foster forc sacrific everyth save us
83,83,1930,The Amazing Spider-Man,78.989,notadult en action adventure fantasy experiment lossoflovedone superhero basedoncomic vigilante teenagegirl violentdeath teenageboy superpower spiderbite maskedvigilante reboot geneticengineering socialoutcast deathofhusband duringcreditsstinger virus teensuperhero teenageangst vigilantejusticeenglish,peter parker outcast high schooler abandon parent boy leav rais uncl ben aunt may like teenag peter tri figur got person today peter discov mysteri briefcas belong father begin quest understand parent disappear lead directli oscorp lab curt connor father former partner set collis cours connor alter ego lizard peter make choic use power shape destini becom hero
84,84,381288,Split,44.51,notadult en horror thriller childabuse kidnapping gore sequel stalking teenagegirl superpower mentalillness splitpersonality multiplepersonality traumaticchildhood dissociativeidentitydisorderenglish,though kevin evidenc 23 person trust psychiatrist fletcher remain one still submerg set materi domin other compel abduct three teenag girl led will observ casey kevin reach war surviv among contain within well everyon around wall compart shatter apart
85,85,383498,Deadpool 2,66.096,notadult en action comedy adventure hero superhero mutant mercenary basedoncomic sequel aftercreditsstinger duringcreditsstingercantonese english russian spanish,wisecrack mercenari deadpool battl evil power cabl bad guy save boy life
86,86,694,The Shining,45.252,notadult en horror thriller hotel childabuse basedonnovelorbook isolation telepathy delusion grave snowstorm colorado seclusion surrealism alcoholism premonition psychicpower caretaker loneliness vision domesticviolence postmodern psychologicalthriller writer electronicmusicscore twins labyrinth cynical alcoholic blizzard mutilation bloodybodyofchild extrasensoryperception uxoricide motherhood filicide snowedin burialground hypothermia hauntedhotel psychologicaldisintegration detached paranoid vexed afi frantic pediatrician repetition mothersonrelationship malicious supernaturalpower anxious supernaturalhorror ghostchild psychotronicfilm writers-block cabinfever psychologicalhorror negative dealwiththedevil nuclearfamily avantgarde yosemitenationalpark egotistical twinsisters identicaltwins arrogant assertive demeaning enraged frustrated harsh meanspirited sardonicenglish,jack torranc accept caretak job overlook hotel along wife wendi son danni must live isol rest world winter prepar mad lurk within
87,87,24,Kill Bill: Vol. 1,36.315,notadult en action crime martialarts japan kungfu showdown coma sword asia yakuza bride swordfight revenge vigilante femaleyakuza animatedscene wedding samuraisword eyepatch retributionenglish japanese french,assassin shot ruthless employ bill member assassin circl live plot vengeanc
88,88,101299,The Hunger Games: Catching Fire,49.864,notadult en adventure action sciencefiction rebellion basedonnovelorbook propaganda dystopia games uprising sequel president survival murder conspiracy femaleprotagonist tournament basedonyoungadultnovelenglish,katniss everdeen return home safe win 74th annual hunger game along fellow tribut peeta mellark win mean must turn around leav famili close friend embark victor tour district along way katniss sens rebellion simmer capitol still much control presid snow prepar 75th annual hunger game quarter quell competit could chang panem forev
89,89,77338,The Intouchables,41.656,notadult fr drama comedy friendship malefriendship basedontruestory masseuse aristocrat paragliding interracialfriendship unlikelyfriendship duringcreditsstinger quadriplegic quadriplegia loving feelgood intouchablesenglish french,true stori two men never met quadripleg aristocrat injur paraglid accid young man project
90,90,419430,Get Out,36.442,notadult en mystery thriller horror kidnapping externallycontrolledaction manipulation darkcomedy hypnosis parents-in-law satire racist revenge interracialrelationship disappearance racism psychologicalthriller neurosurgeon missingperson stereotype brainsurgery race-conscious pretentiousenglish,chri girlfriend rose go upstat visit parent weekend first chri read famili overli accommod behavior nervou attempt deal daughter interraci relationship weekend progress seri increasingli disturb discoveri lead truth never could imagin
91,91,205596,The Imitation Game,47.491,notadult en history drama thriller war england homophobia worldwarii mathematician genius biography malehomosexuality codebreaking lgbt logician cryptography mathgenius gaytheme codesenglish,base real life stori legendari cryptanalyst alan ture film portray race time ture brilliant team britain govern code cypher school bletchley park darkest day world war ii
92,92,424694,Bohemian Rhapsody,37.55,notadult en music drama history london england aids musician 1970s queen biography basedontruestory singer hiv malehomosexuality fame rockband lgbt 1980s gaytheme musicmovieenglish,singer freddi mercuri guitarist brian may drummer roger taylor bass guitarist john deacon take music world storm form rock roll band queen hit song becom instant classic mercuri increasingli wild lifestyl start spiral control queen soon face greatest challeng yet find way keep band togeth amid success excess
93,93,497,The Green Mile,83.739,notadult en fantasy drama crime mentallydisabled basedonnovelorbook southernusa psychopath deathrow jailguard supernatural greatdepression prisonguard jail electricchair torture magicrealism healing 1930s abuseofpowerfrench english,supernatur tale set death row southern prison gentl giant john coffey possess mysteri power heal peopl ailment cell block head guard paul edgecomb recogn coffey miracul gift tri desper help stave condemn man execut
94,94,198663,The Maze Runner,83.206,notadult en action mystery sciencefiction thriller basedonnovelorbook escape dystopia maze post-apocalypticfuture memoryloss erasedmemory trapped runner basedonyoungadultnovelenglish,set world young thoma deposit commun boy memori eras soon learn trap maze requir join forc fellow runner shot escap
95,95,18785,The Hangover,72.655,notadult en comedy blackjack stagnight lostweekend chapel hitwithtireiron memoryloss lasvegas drugsenglish,three friend final come raucou night revelri find babi closet tiger bathroom ca seem locat best friend doug suppos tie knot launch frantic search doug trio persever nasti hangov tri make church time
96,96,1891,The Empire Strikes Back,35.265,notadult en adventure action sciencefiction rebellion android spacecraft asteroid rebel spacebattle snowstorm spacecolony swamp spaceopera articenglish,epic saga continu luke skywalk hope defeat evil galact empir learn way jedi age master yoda darth vader determin ever captur luke meanwhil rebel leader princess leia cocki han solo chewbacca droid thrown variou stage captur betray despair
